岗位名称,公司,规模,公司领域,学历要求,经验要求,技能需求,福利待遇,薪资,薪资原文,省,市,区,商圈,经度,纬度,岗位链接,jobId
游戏测试实习生,巴布游科技,20-99人,游戏,本科,,['丰富的游戏经验'],"['带薪年假', '团建聚餐', '工龄奖', '通讯补贴', '足额公积金', '交通补助', '亲子假', '生日福利', '五险一金', '年终奖', '定期体检', '节日福利', '餐补']",,140-150元/天,浙江,杭州,西湖区,西溪,120.07424152310637,30.292185665572827,https://www.zhipin.com/job_detail/3300268025f05f5e0nR82di9EVRU.html,3300268025f05f5e0nR82di9EVRU
游戏qa测试,北京盛木成林科技,20-99人,游戏,本科,3-5年,[],['五险一金'],9500.0,7-12K,浙江,杭州,拱墅区,拱宸桥,120.12648026059048,30.327792383676957,https://www.zhipin.com/job_detail/509ca8d9397926b50nBy2dy7EVtV.html,509ca8d9397926b50nBy2dy7EVtV
游戏测试(MMORPG和RTS方向),四川伊惟特麓吟企...,100-499人,互联网,大专,1-3年,"['Python', '主机游戏测试经验', '丰富的游戏经验']","['交通补助', '带薪年假', '底薪加提成', '住房补贴', '餐补', '保底工资', '生日福利', '有无线网', '全勤奖', '五险一金', '绩效奖金', '节日福利', '员工旅游']",8000.0,7-9K,浙江,杭州,西湖区,西溪,120.075561,30.291015,https://www.zhipin.com/job_detail/008aca2811daaccf0nF929m5FVVU.html,008aca2811daaccf0nF929m5FVVU
AI大模型游戏数据采集,法本,10000人以上,计算机软件,本科,1-3年,"['游戏内容运营', '游戏活动运营', '手游', '页游', '端游', '主机游戏', 'MOBA游戏', '沙盒游戏', '卡牌/战棋', '射击游戏', '休闲益智', '英语可作为工作语言', '资深游戏玩家', '数据分析能力', '不接受居家办公']","['节日福利', '零食下午茶', '带薪年假', '五险一金', '企业文化']",15500.0,11-20K,浙江,杭州,余杭区,仓前,120.023164,30.28337,https://www.zhipin.com/job_detail/66699a2f560210a20nF93Ny8EVRS.html,66699a2f560210a20nF93Ny8EVRS
游戏测试（MMO/开放世界，游戏大厂）,勇冠睿智,20-99人,互联网,本科,1-3年,"['白盒', 'MMO', 'Python']","['五险一金', '节日福利', '零食下午茶', '带薪年假', '补充医疗保险', '定期体检']",11500.0,9-14K·13薪,浙江,杭州,滨江区,长河,120.190678,30.187641,https://www.zhipin.com/job_detail/3678527502376e8e0nF50ti4ElZQ.html,3678527502376e8e0nF50ti4ElZQ
游戏测试（自研）,苏州仙峰游戏,100-499人,游戏,本科,3-5年,"['Java', 'Python', '计算机相关专业', '丰富的游戏经验', 'mmo', 'SLG']","['带薪年假', '五险一金', '定期体检', '节日福利', '加班补助', '员工旅游', '餐补', '住房补贴', '零食下午茶', '年终奖']",6500.0,5-8K,浙江,杭州,上城区,南星,120.196321,30.230864,https://www.zhipin.com/job_detail/a3c302089943f1300nF629-8FFRQ.html,a3c302089943f1300nF629-8FFRQ
手游测试员,工头网络科技,0-20人,游戏,本科,经验不限,"['游戏测试', '测试工程师', '游戏']","['五险一金', '年终奖', '带薪年假', '餐补', '节日福利']",6000.0,4-8K,浙江,杭州,临平区,临平,120.310439,30.40291,https://www.zhipin.com/job_detail/a6e3a99dd8cde6550nB82tu1GVY~.html,a6e3a99dd8cde6550nB82tu1GVY~
游戏测试工程师,迈睿科技,100-499人,计算机软件,本科,1-3年,['主机游戏测试经验'],"['节日福利', '员工旅游', '年终奖', '意外险', '五险一金', '定期体检', '带薪年假']",7500.0,7-8K,浙江,杭州,西湖区,西溪,120.07608715265368,30.291467677151893,https://www.zhipin.com/job_detail/f72764f1f5ca47960nF52Nu-GVVQ.html,f72764f1f5ca47960nF52Nu-GVVQ
棋牌游戏测试,浙江雀星汇品牌管理,20-99人,互联网,大专,1-3年,"['Python', 'JMeter', 'MySQL', '手游测试经验', '用研经验', '开发经验', '棋牌游戏', '麻将游戏', '休闲益智', '游戏测试']","['全勤奖', '年终奖', '五险一金']",6000.0,5-7K,浙江,杭州,萧山区,西兴,120.246859,30.238532,https://www.zhipin.com/job_detail/55a45834a262eb1b0nFz2tS0FVZZ.html,55a45834a262eb1b0nFz2tS0FVZZ
游戏测试,晶绮信息科技有限公司,100-499人,游戏,本科,1-3年,"['测试QA', '网页测试', '丰富的游戏经验', '手游测试经验']","['零食下午茶', '五险一金', '带薪年假', '加班补助', '交通补助', '年终奖', '节日福利', '餐补', '定期体检', '员工旅游']",10000.0,8-12K·13薪,浙江,杭州,西湖区,西溪,120.124791,30.276996,https://www.zhipin.com/job_detail/0ca3e3ee7d6757801HB639S6ElVU.html,0ca3e3ee7d6757801HB639S6ElVU
游戏测试专家,杭州某大型游戏上市公司,10000人以上,游戏,本科,3-5年,"['功能测试', '软件测试', '游戏测试', '白盒测试']","['五险一金', '定期体检', '交通补助', '带薪年假', '包吃', '股票期权', '餐补', '年终奖', '补充医疗保险', '员工旅游', '免费班车', '节日福利']",30000.0,20-40K,浙江,杭州,,,120.1907,30.18764,https://www.zhipin.com/job_detail/b7b9bab42f5c3f990nJ72Nu7EVFW.html,b7b9bab42f5c3f990nJ72Nu7EVFW
游戏测试工程师,慌木游戏,20-99人,游戏,大专,1-3年,"['功能测试', '性能测试', '手游测试']","['年终奖', '零食下午茶', '五险一金', '定期体检']",9500.0,7-12K·13薪,浙江,杭州,,,120.210139,30.186129,https://www.zhipin.com/job_detail/f8919a0f8f8dafd01nN43921GVNU.html,f8919a0f8f8dafd01nN43921GVNU
游戏测试工程师,杭州勤路,20-99人,游戏,本科,1-3年,"['手游测试经验', '丰富的游戏经验']","['保底工资', '定期体检', '年终奖', '团建聚餐', '夜班补助', '法定节假日三薪', '员工旅游', '带薪年假', '绩效奖金', '节假日加班费', '交通补助', '高温补贴', '零食下午茶', '节日福利', '生日福利', '五险一金']",10500.0,8-13K,浙江,杭州,西湖区,文三路,120.14606,30.279242,https://www.zhipin.com/job_detail/da945329da39b6be1XN63di5FVVS.html,da945329da39b6be1XN63di5FVVS
游戏测试专员,杭州商墨文化传媒,0-20人,游戏,学历不限,经验不限,[],[],5000.0,4-6K,浙江,杭州,钱塘区,工业园南,120.363663,30.277133,https://www.zhipin.com/job_detail/8bbea445abb18be603B_3N2-F1pV.html,8bbea445abb18be603B_3N2-F1pV
游戏测试（模拟经营）,摩西科技,100-499人,游戏,本科,3-5年,"['手游测试经验', '丰富的游戏经验', '计算机相关专业']","['定期体检', '节日福利', '团建聚餐', '高温补贴', '零食下午茶', '绩效奖金', '五险一金', '入职周年福利', '法定节假日三薪', '带薪年假', '交通补助', '生日福利']",10000.0,8-12K,浙江,杭州,滨江区,长河,120.2147,30.185612,https://www.zhipin.com/job_detail/0e66dc8cc45b2a410nFy0t6_EVJX.html,0e66dc8cc45b2a410nFy0t6_EVJX
测试工程师（游戏方向）,边锋,500-999人,游戏,本科,1-3年,[],"['补充医疗保险', '意外险', '定期体检', '法定节假日三薪', '节日福利', '零食下午茶', '五险一金', '带薪年假', '定期体检', '年终奖', '交通补助', '餐补', '夜班补助', '加班补助', '高温补贴', '补充公积金', '团建聚餐', '节假日加班费', '住房补贴', '保底工资']",12500.0,10-15K·14薪,浙江,杭州,拱墅区,拱宸桥,120.1607101538612,30.335402913578623,https://www.zhipin.com/job_detail/2fa5043f0184f2980nZ83tS6EFJX.html,2fa5043f0184f2980nZ83tS6EFJX
游戏测试,抚州希浩互联网络,20-99人,游戏,学历不限,1-3年,[],"['宿舍有空调', '年终奖', '交通补助', '有无线网', '绩效奖金', '员工旅游', '包吃', '包住', '团建聚餐']",6000.0,4-8K,浙江,杭州,钱塘区,金沙湖,120.304341,30.312361,https://www.zhipin.com/job_detail/7ca316f6e017f60f03Z_39i1GVFU.html,7ca316f6e017f60f03Z_39i1GVFU
游戏测试工程师-双休,外企德科数字,10000人以上,互联网,本科,1-3年,[],"['法定节假日三薪', '五险一金', '团建聚餐', '底薪加提成', '节日福利', '绩效奖金', '餐补', '保底工资', '生日福利', '交通补助', '加班补助', '带薪年假', '通讯补贴', '定期体检', '年终奖', '节假日加班费']",11000.0,9-13K,浙江,杭州,滨江区,长河,120.22100080603323,30.20181206742308,https://www.zhipin.com/job_detail/1b7cad08379db8470nJ72NW-GVBY.html,1b7cad08379db8470nJ72NW-GVBY
高级软件测试工程师,杭州海浪网络科技,500-999人,互联网,本科,5-10年,"['系统测试', 'Windows测试', 'iOS测试', 'MacOS', 'Windows', 'Linux', 'Android']","['交通补助', '加班补助', '节日福利', '定期体检', '通讯补贴', '住房补贴', '五险一金', '带薪年假', '年终奖', '补充医疗保险', '餐补', '零食下午茶', '员工旅游', '全勤奖']",30000.0,20-40K·14薪,浙江,杭州,,,120.202699,30.161422,https://www.zhipin.com/job_detail/815e0ff36fbb59591nVy2ti6F1NS.html,815e0ff36fbb59591nVy2ti6F1NS
游戏测试(A13648),华娱游戏,100-499人,游戏,本科,在校/应届,[],"['住房补贴', '有无线网', '带薪年假', '生日福利', '绩效奖金', '团建聚餐', '定期体检', '宿舍有空调', '保底工资', '员工旅游', '包吃', '五险一金', '节日福利', '年终奖']",11500.0,9-14K·16薪,浙江,杭州,滨江区,长河,120.206429,30.190199,https://www.zhipin.com/job_detail/4c453c434d5f7a13031709W8EFNV.html,4c453c434d5f7a13031709W8EFNV
游戏测试,杭州喵印网络科技,0-20人,休闲/娱乐,本科,1-3年,[],[],,20-30元/时,浙江,杭州,钱塘区,金沙湖,120.326481,30.308711,https://www.zhipin.com/job_detail/654732820483bfdd03Zz3tm8FFVZ.html,654732820483bfdd03Zz3tm8FFVZ
游戏测试,杭州极矩次元科技,20-99人,互联网,本科,1-3年,"['手游测试经验', '软件测试经验', '丰富的游戏经验', '开发经验', '用研经验']","['年终奖', '绩效奖金', '节日福利', '零食下午茶', '团建聚餐', '带薪年假', '交通补助', '定期体检', '通讯补贴', '股票期权', '员工旅游', '生日福利', '工龄奖', '五险一金']",15000.0,12-18K·13薪,浙江,杭州,萧山区,西兴,120.252365,30.235474,https://www.zhipin.com/job_detail/3f948baca6a4c8e80nB43tW-F1pV.html,3f948baca6a4c8e80nB43tW-F1pV
高级游戏测试,心狐网络,0-20人,游戏,学历不限,3-5年,"['丰富的游戏经验', '手游测试经验', 'MySQL']","['绩效奖金', '工龄奖', '股票期权', '员工旅游', '年终奖', '五险一金', '团建聚餐', '节日福利', '全员项目分成']",12500.0,10-15K,浙江,杭州,西湖区,西溪,120.097844,30.305172,https://www.zhipin.com/job_detail/c9b902bbc6301e6503dy2t66F1pV.html,c9b902bbc6301e6503dy2t66F1pV
游戏检测工程师,上海薪今科技有限公司,20-99人,企业服务,本科,1-3年,[],[],12500.0,10-15K,浙江,杭州,滨江区,长河,120.204042,30.190525,https://www.zhipin.com/job_detail/e5b1f7f5930693b303Z_2d-4F1RY.html,e5b1f7f5930693b303Z_2d-4F1RY
游戏测试工程师,杭州九万科技有限...,0-20人,计算机软件,学历不限,1-3年,[],"['五险一金', '员工旅游', '节日福利']",10000.0,9-11K,浙江,杭州,临安区,青山,119.84578564601135,30.253632909532737,https://www.zhipin.com/job_detail/26f567181d3e18150nBy3tm9FlVZ.html,26f567181d3e18150nBy3tm9FlVZ
pc测试工程师,得力集团,10000人以上,进出口贸易,大专,1-3年,[],"['免费班车', '带薪年假', '五险一金', '工作餐', '年终奖', '专业培训', '高温补贴', '节日福利', '包住', '13薪']",22500.0,15-30K·14薪,浙江,杭州,上城区,九堡,120.2598629149183,30.3034744896835,https://www.zhipin.com/job_detail/bee87d07458494bc0nJ60tS4EFdY.html,bee87d07458494bc0nJ60tS4EFdY
游戏测试,英山黄十一百货店...,1000-9999人,游戏,学历不限,经验不限,[],"['节假日加班费', '绩效奖金', '底薪加提成', '全勤奖', '意外险', '年终奖', '保底工资']",,15-30元/时,浙江,杭州,钱塘区,工业园南,120.369402,30.303488,https://www.zhipin.com/job_detail/6eb67586e30c46e203B62N6-EVVQ.html,6eb67586e30c46e203B62N6-EVVQ
游戏测试工程师,逆城（杭州）,20-99人,游戏,本科,1-3年,"['丰富的游戏经验', '计算机相关专业', '主机游戏测试经验']","['零食下午茶', '团建聚餐', '年终奖', '带薪年假', '五险一金', '餐补', '补充医疗保险', '节日福利', '绩效奖金', '定期体检', '意外险']",7000.0,6-8K,浙江,杭州,滨江区,长河,120.214767,30.178351,https://www.zhipin.com/job_detail/67ad2e0c4234b89203N_2t--F1FZ.html,67ad2e0c4234b89203N_2t--F1FZ
游戏测试工程师,茵润科技,100-499人,游戏,大专,1-3年,"['性能测试', '游戏测试']",[],8000.0,6-10K,浙江,杭州,,,,,https://www.zhipin.com/job_detail/739e5902e10be0871nBy3dm0E1o~.html,739e5902e10be0871nBy3dm0E1o~
游戏测试工程师,杭州吟游廊互娱网络,20-99人,游戏,学历不限,1-3年,"['计算机相关专业', '手游测试经验']","['节日福利', '团建聚餐', '定期体检', '零食下午茶', '保底工资', '有无线网', '带薪年假', '五险一金', '补充医疗保险', '生日福利']",7000.0,6-8K·13薪,浙江,杭州,滨江区,长河,120.222563,30.180827,https://www.zhipin.com/job_detail/1648478001a0c7e103142NS1GFNR.html,1648478001a0c7e103142NS1GFNR
游戏测试工程师（商业化）-【游戏事业部】,快手,10000人以上,社交网络与媒体,本科,1-3年,"['Python', '计算机相关专业', '手游测试经验', '丰富的游戏经验', '主机游戏测试经验', 'MMO']","['带薪年假', '节日福利', '五险一金', '补充医疗保险', '定期体检', '年终奖', '股票期权']",28500.0,22-35K·16薪,浙江,杭州,滨江区,长河,120.222074,30.201315,https://www.zhipin.com/job_detail/ea38564cbfb529da0nFz3dq5GVdX.html,ea38564cbfb529da0nFz3dq5GVdX
微信小游戏投放师,某中型通信/网络设备公司,100-499人,通信/网络设备,本科,3-5年,"['游戏广告投放经验', '其他', '游戏广告投放', '媒介代理/广告商', '女性向游戏', '二合']","['保底工资', '底薪加提成', '团建聚餐', '零食下午茶', '节日福利', '生日福利', '交通补助', '夜班补助', '绩效奖金', '员工旅游', '带薪年假', '全勤奖']",20000.0,15-25K,浙江,杭州,,,120.32376441819481,30.311043084487792,https://www.zhipin.com/job_detail/ebae82a351d6501e0nF42dq0FVRW.html,ebae82a351d6501e0nF42dq0FVRW
游戏测试（临时）,博渊网络,0-20人,电子商务,学历不限,经验不限,"['游戏兼容测试', '手游测试', '软件测试']",[],6500.0,6-7K,浙江,杭州,滨江区,长河,120.2007,30.177919,https://www.zhipin.com/job_detail/0d6904f1f54812160nd_2du8FVQ~.html,0d6904f1f54812160nd_2du8FVQ~
游戏测试,杭州自动求索信息技术,0-20人,计算机软件,本科,,[],"['带薪年假', '股票期权', '年终奖', '五险一金']",,150-200元/天,浙江,杭州,余杭区,仓前,119.9660531618327,30.270725258642027,https://www.zhipin.com/job_detail/dc571658cda9a15d0nB7096_ElZU.html,dc571658cda9a15d0nB7096_ElZU
游戏测试X6（线上面试）,泓屹嘉成,500-999人,人工智能,本科,1年以内,[],"['定期体检', '五险一金']",9000.0,8-10K,浙江,杭州,滨江区,长河,120.215214,30.185828,https://www.zhipin.com/job_detail/a5e155365d19488003d9292_FVtZ.html,a5e155365d19488003d9292_FVtZ
游戏测试工程师,杭州巨魂科技有限公司,0-20人,互联网,学历不限,1-3年,"['丰富的游戏经验', '主机游戏测试经验', '手游测试经验', '软件测试经验']",[],7500.0,6-9K,浙江,杭州,滨江区,长河,120.164985,30.187074,https://www.zhipin.com/job_detail/cf1c905d0798083303x92N21GVFY.html,cf1c905d0798083303x92N21GVFY
游戏测试,杭州天戟,20-99人,游戏,本科,1-3年,"['手机测试', '功能测试', '游戏测试']","['定期体检', '年终奖', '员工旅游', '带薪年假', '两小时午休', '节日福利']",8500.0,7-10K·13薪,浙江,杭州,滨江区,长河,120.214767,30.178351,https://www.zhipin.com/job_detail/4013f52116d6c4c803N639u1EVVR.html,4013f52116d6c4c803N639u1EVVR
麻将规则测试员,橙幸控股,20-99人,互联网,高中,3-5年,[],"['包吃', '团建聚餐', '五险一金', '员工旅游', '有无线网', '年终奖', '节日福利', '工龄奖', '股票期权', '生日福利', '保底工资', '绩效奖金', '带薪年假', '底薪加提成']",5000.0,4-6K,浙江,杭州,萧山区,西兴,120.2406065405427,30.23978337318301,https://www.zhipin.com/job_detail/23b6d71cffbdf11a0nd40ti0GVFZ.html,23b6d71cffbdf11a0nd40ti0GVFZ
游戏测试,宜兴比孚,20-99人,互联网,大专,经验不限,"['丰富的游戏经验', '手游测试经验', '主机游戏测试经验']","['年度调薪', '交通补助', '带薪年假', '一对一导师', '加班补助', '节日福利', '生日福利', '年终奖', '专业培训', '餐补', '五险一金', '节假日加班费', '游戏比赛', '法定节假日三薪', '定期体检', '团建聚餐', '绩效奖金', '工龄奖']",7000.0,5-9K,浙江,杭州,拱墅区,拱宸桥,120.12026,30.330557,https://www.zhipin.com/job_detail/28c64b7e56499e7c1H193N-9E1pV.html,28c64b7e56499e7c1H193N-9E1pV
游戏软件测试工程师（强游戏背景）-远程,乐兔未来,100-499人,互联网,本科,1-3年,"['手游测试经验', '主机游戏测试经验', '软件测试经验', '丰富的游戏经验', '开发经验']","['节日福利', '有无线网', '团建聚餐', '零食下午茶', '带薪年假', '五险一金']",13000.0,12-14K,浙江,杭州,滨江区,长河,120.191193,30.185029,https://www.zhipin.com/job_detail/7da90cec6ca0d7090nFy2N-0FVFW.html,7da90cec6ca0d7090nFy2N-0FVFW
游戏测试工程师,杭州芥菜子科技,20-99人,游戏,大专,,"['C++', '测试工作经验', 'iOS/Android测试经验', '功能测试', '计算机相关专业']","['节日福利', '定期体检', '五险一金', '团建聚餐']",,100-200元/天,浙江,杭州,西湖区,西溪,120.120738,30.281348,https://www.zhipin.com/job_detail/1925f672c2efd9921XF62927EFVU.html,1925f672c2efd9921XF62927EFVU
游戏测试,杭州腾娱互动科技,10000人以上,游戏,本科,3-5年,"['Python', '计算机相关专业', '手游测试经验', '主机游戏测试经验', '软件测试经验', '丰富的游戏经验', '开放大世界', '模拟经营']","['节日福利', '定期体检', '交通补助', '五险一金', '团建聚餐', '保底工资', '年终奖', '零食下午茶', '法定节假日三薪']",12500.0,10-15K,浙江,杭州,滨江区,长河,120.201125,30.201763,https://www.zhipin.com/job_detail/7023bd0cdaf5414803Ny2NW0FVpS.html,7023bd0cdaf5414803Ny2NW0FVpS
急聘！游戏测试专员兼职！,杭州玩家工坊网络科技,100-499人,电子商务,中专/中技,1-3年,[],[],,15-25元/时,浙江,杭州,滨江区,长河,120.1731027748511,30.17897248805454,https://www.zhipin.com/job_detail/eb349af0c76373950nF93Nu9EFJW.html,eb349af0c76373950nF93Nu9EFJW
社交游戏运营,杭州万枢科技有限公司,20-99人,互联网,本科,3-5年,"['语音厅', '手游', '点点开黑', '音乐游戏', '比心', 'MOBA游戏', '主机游戏', '端游', '射击游戏', '接受居家办公', 'YY语音']",[],16500.0,15-18K,浙江,杭州,上城区,三里亭,120.201194,30.298072,https://www.zhipin.com/job_detail/50a4331a2d9fd1a70nF_2du1ElRV.html,50a4331a2d9fd1a70nF_2du1ElRV
AI战斗射击游戏策划,丸游科技,100-499人,互联网,本科,3-5年,['射击游戏'],"['五险一金', '绩效奖金', '带薪年假', '零食下午茶', '年终奖', '员工旅游', '加班补助']",22500.0,15-30K,浙江,杭州,西湖区,西溪,120.116789,30.290273,https://www.zhipin.com/job_detail/ff7715c57760528b03F_3d67EFVZ.html,ff7715c57760528b03F_3d67EFVZ
游戏特效组长,花果山传媒,100-499人,广播/影视,学历不限,5-10年,"['U3D', 'UE4', '3D MAX', 'MAYA', '手游经验', '0-1项目上线经验', '自研项目', '五险一金', '周末双休', '5年以上游戏特效经验', '3-5年游戏特效经验', '3D特效经验', '写实', '国风']","['绩效奖金', '团建聚餐', '定期体检', '股票期权', '零食下午茶', '员工旅游', '底薪加提成', '节日福利', '年终奖', '带薪年假', '五险一金']",21500.0,18-25K,浙江,杭州,西湖区,转塘,120.065659,30.136928,https://www.zhipin.com/job_detail/079e59b749d0712a0nJ72tq4FVZY.html,079e59b749d0712a0nJ72tq4FVZY
光环工作室-游戏客户端性能测试（杭州）,深圳腾娱互动科技,1000-9999人,游戏,本科,1-3年,[],"['年终奖', '五险一金', '定期体检', '补充医疗保险']",14500.0,11-18K·14薪,浙江,杭州,滨江区,长河,120.201125,30.201763,https://www.zhipin.com/job_detail/04ba87edc4ae84bd0nB73dq0F1VT.html,04ba87edc4ae84bd0nB73dq0F1VT
游戏测试,大连连英弘计算机技术,100-499人,计算机软件,大专,5-10年,[],"['通讯补贴', '带薪年假', '保底工资', '生日福利', '团建聚餐', '底薪加提成', '绩效奖金', '五险一金']",12500.0,10-15K,浙江,杭州,滨江区,长河,120.19224844574939,30.190454695367666,https://www.zhipin.com/job_detail/c455816c8147bfcf0nJ60tW_FltW.html,c455816c8147bfcf0nJ60tW_FltW
游戏测试工程师,余烬科技,0-20人,游戏,本科,1-3年,"['主机游戏测试经验', '丰富的游戏经验']","['五险一金', '定期体检', '生日福利', '团建聚餐', '加班补助', '年终奖', '节假日加班费', '节日福利']",8000.0,6-10K·13薪,浙江,杭州,西湖区,高新文教区,120.111227,30.285547,https://www.zhipin.com/job_detail/0a48e4c8269941b51X183d21EFRY.html,0a48e4c8269941b51X183d21EFRY
高级游戏测试工程师,猎游,0-20人,人力资源服务,本科,3-5年,[],['五险'],30000.0,20-40K,浙江,杭州,拱墅区,湖墅南路,120.160756,30.274286,https://www.zhipin.com/job_detail/d936fb3602dd728f03xz0ty6FlRQ.html,d936fb3602dd728f03xz0ty6FlRQ
游戏测试,杭州珈迦蓝互动科技,0-20人,游戏,大专,1-3年,"['Python', '计算机相关专业', '手游测试经验', '主机游戏测试经验', '软件测试经验', '丰富的游戏经验', 'Unity']","['五险一金', '绩效奖金', '全勤奖', '有无线网', '年终奖', '带薪年假', '团建聚餐']",7500.0,6-9K,浙江,杭州,萧山区,钱江世纪城,120.247008,30.244922,https://www.zhipin.com/job_detail/6b8b77907b3757eb0nB53N2_F1VZ.html,6b8b77907b3757eb0nB53N2_F1VZ
游戏后端主程,合肥瑞麟互娱网络科技,0-20人,游戏,本科,5-10年,"['Golang', 'Golang服务端开发经验', '中大型项目开发经验']","['团建聚餐', '有无线网', '加班补助', '保底工资', '节假日加班费', '法定节假日三薪', '餐补', '全勤奖', '绩效奖金']",20000.0,15-25K,浙江,杭州,上城区,五堡,120.253231,30.303893,https://www.zhipin.com/job_detail/070d3141304170d50nVy2tW7FlpZ.html,070d3141304170d50nVy2tW7FlpZ
游戏测试工程师,杭州星溢,0-20人,电子商务,本科,经验不限,[],[],8500.0,8-9K,浙江,杭州,滨江区,长河,120.194655,30.185287,https://www.zhipin.com/job_detail/bac60e3978f062d50ndy2N-6GVJY.html,bac60e3978f062d50ndy2N-6GVJY
游戏测试,风林科技,20-99人,游戏,大专,,"['Shell', '手游测试经验', '主机游戏测试经验', '丰富的游戏经验', 'unity']","['股票期权', '绩效奖金', '年终奖']",,150-200元/天,浙江,杭州,滨江区,长河,120.165252,30.187099,https://www.zhipin.com/job_detail/65dacf7adc90475503x42du7ElBU.html,65dacf7adc90475503x42du7ElBU
游戏测试高级,捕鱼来了网络,20-99人,游戏,大专,1-3年,"['lua', '游戏测试']",[],12500.0,10-15K,浙江,杭州,拱墅区,古墩路,120.108864,30.294454,https://www.zhipin.com/job_detail/c55fa6fcfd42f2791nN_3t68FVc~.html,c55fa6fcfd42f2791nN_3t68FVc~
游戏测试工程师-长沙,途游游戏,1000-9999人,游戏,本科,3-5年,[],"['交通补助', '生日福利', '股票期权', '通讯补贴', '节假日加班费', '五险一金', '年终奖', '补充医疗保险', '员工旅游', '节日福利', '免费工装', '餐补', '带薪年假', '定期体检', '零食下午茶', '绩效奖金', '团建聚餐', '全勤奖']",12500.0,10-15K·15薪,浙江,杭州,萧山区,宁围,120.270523,30.181801,https://www.zhipin.com/job_detail/e0664e515a72d00103V73N2-F1BS.html,e0664e515a72d00103V73N2-F1BS
测试 技术支持,范迅科技,20-99人,游戏,本科,3-5年,"['软件测试经验', '手游测试经验']","['有无线网', '法定节假日三薪', '保底工资', '五险一金', '节假日加班费']",8500.0,7-10K,浙江,杭州,滨江区,长河,120.215505,30.17407,https://www.zhipin.com/job_detail/2052c01eeccf5efe1Xd93Ni6GVpS.html,2052c01eeccf5efe1Xd93Ni6GVpS
游戏测试工程师,网易有道,10000人以上,互联网,本科,3-5年,[],"['免费健身房', '绩效奖金', '带薪年假', '底薪加提成', '交通补助', '餐补', '节日福利', '五险一金', '全勤奖', '有无线网', '零食下午茶', '保底工资', '团建聚餐', '员工旅游']",20000.0,15-25K·16薪,浙江,杭州,滨江区,长河,120.1794904789662,30.1896047150405,https://www.zhipin.com/job_detail/49d8a406052a5d8603170tq1EFBQ.html,49d8a406052a5d8603170tq1EFBQ
游戏测试（中级/高级/资深/主管）,杭州某中型游戏研发公司,100-499人,游戏,本科,3-5年,[],"['五险一金', '带薪年假', '团建聚餐', '法定节假日三薪', '生日福利', '节假日加班费', '员工旅游', '餐补', '定期体检', '年终奖', '节日福利', '零食下午茶']",37500.0,25-50K·16薪,浙江,杭州,,,120.07608715265368,30.291467677151893,https://www.zhipin.com/job_detail/5cb6b543bbecbc6a0nZ52Ni4GFtX.html,5cb6b543bbecbc6a0nZ52Ni4GFtX
游戏测试,如泽,100-499人,电子商务,本科,3-5年,"['软件测试经验', '丰富的游戏经验', '手游测试经验', '主机游戏测试经验']","['定期体检', '五险一金']",14500.0,11-18K·14薪,浙江,杭州,余杭区,仓前,119.965431,30.264261,https://www.zhipin.com/job_detail/a08136b97a369f1203F52di4EVBS.html,a08136b97a369f1203F52di4EVBS
游戏测试工程师,字节跳动,10000人以上,广告营销,本科,3-5年,"['Python', '丰富的游戏经验', '计算机相关专业']","['餐补', '员工旅游', '五险一金', '带薪年假', '交通补助', '定期体检', '股票期权', '节日福利', '加班补助', '年终奖', '通讯补贴', '住房补贴', '包吃', '零食下午茶', '补充医疗保险']",22500.0,15-30K,浙江,杭州,余杭区,五常,120.046083,30.289958,https://www.zhipin.com/job_detail/ab6a8aabeacf30941Xxy2Nq1ElZT.html,ab6a8aabeacf30941Xxy2Nq1ElZT
小游戏发行制作人,开启网络,100-499人,游戏,本科,5-10年,"['小游戏', '发行']","['员工旅游', '餐补', '带薪年假', '五险一金', '零食下午茶', '全勤奖', '年终奖', '节日福利']",30000.0,25-35K,浙江,杭州,余杭区,仓前,119.985071,30.286037,https://www.zhipin.com/job_detail/8d51d953b1a4b9a10nJ63Ni_GVFR.html,8d51d953b1a4b9a10nJ63Ni_GVFR
游戏测试开发工程师,杭州兔皮鸭科技,100-499人,游戏,本科,3-5年,"['性能测试', '功能测试', '自动化测试', 'Python', 'C++', '游戏测试开发', '自动化测试体系建设', '工具开发', 'AI辅助']","['法定节假日三薪', '节假日加班费', '团建聚餐', '零食下午茶', '五险一金', '节日福利', '年终奖', '保底工资', '全勤奖', '股票期权', '带薪年假', '生日福利']",16000.0,12-20K·13薪,浙江,杭州,西湖区,西溪,120.089433,30.288551,https://www.zhipin.com/job_detail/4d594d3776c1a0e70ndy2N66GVVX.html,4d594d3776c1a0e70ndy2N66GVVX
游戏测试,Inlight,20-99人,智能硬件,大专,经验不限,"['测试', '测试工程师', '软件测试']","['五险一金', '定期体检', '年终奖', '股票期权', '带薪年假', '节日福利', '零食下午茶']",10500.0,8-13K,浙江,杭州,余杭区,仓前,119.982279,30.276165,https://www.zhipin.com/job_detail/976dbf8fdeb6c0011nV629y_E1NQ.html,976dbf8fdeb6c0011nV629y_E1NQ
