岗位名称,公司,规模,公司领域,学历要求,经验要求,技能需求,福利待遇,薪资,薪资原文,省,市,区,商圈,经度,纬度,岗位链接,jobId
高级游戏前端开发工程师,游心科技,0-20人,游戏,本科,5-10年,[],"['生日福利', '节假日加班费', '绩效奖金', '五险一金']",17500.0,15-20K·13薪,浙江,杭州,拱墅区,拱宸桥,120.121141,30.319226,https://www.zhipin.com/job_detail/84fa5a18a760d91203d739S9FFRU.html,84fa5a18a760d91203d739S9FFRU
测试工程师,杭州希茵智能教育科技,0-20人,在线教育,本科,1-3年,[],"['员工旅游', '五险一金', '绩效奖金', '股票期权', '年终奖', '带薪年假']",12500.0,10-15K,浙江,杭州,余杭区,仓前,120.0087691983065,30.27107486614644,https://www.zhipin.com/job_detail/9a3825eaaf1f23eb0ndy39u9FVVW.html,9a3825eaaf1f23eb0ndy39u9FVVW
游戏过场动画,成都黑格子,100-499人,游戏,大专,3-5年,"['3ds MAX', 'Unity', 'Maya', '游戏', '动作']","['零食下午茶', '年终奖', '加班补助', '员工旅游', '定期体检', '五险一金', '带薪年假', '节日福利']",18000.0,12-24K·13薪,浙江,杭州,滨江区,长河,120.190941,30.18635,https://www.zhipin.com/job_detail/b41b07197c9ad40f03V_2Nu-FlFR.html,b41b07197c9ad40f03V_2Nu-FlFR
游戏地图关卡策划（大世界关卡）,永航科技,500-999人,游戏,本科,5-10年,"['音乐游戏', 'EXCEL', 'UE4', 'MMO', '大世界游戏', '地图关卡策划']","['保底工资', '团建聚餐', '零食下午茶', '员工旅游', '补充医疗保险', '调休', '五险一金', '意外险', '定期培训', '交通补助', '餐补', '生日福利', '加班补助', '带薪年假', '节日福利', '定期培训', '调休', '工作居住证', '定期体检', '工作居住证']",31000.0,22-40K,浙江,杭州,滨江区,长河,120.190321,30.189134,https://www.zhipin.com/job_detail/94d461e328d1f01d0nB529i8GFFY.html,94d461e328d1f01d0nB529i8GFFY
软件测试工程师,某500强上市公司,10000人以上,计算机软件,本科,1-3年,"['自动化测试经验', 'Java', 'C++', '测试工作经验', '自动化测试', '性能测试', '功能测试', 'Python']","['保底工资', '节假日加班费', '节日福利', '夜班补助', '企业年金', '带薪年假', '意外险', '加班补助', '法定节假日三薪', '年终奖', '股票期权', '定期体检', '员工旅游', '绩效奖金', '交通补助', '团建聚餐', '免费班车', '五险一金', '补充医疗保险', '零食下午茶']",21000.0,14-28K·14薪,浙江,杭州,,,120.20430147672215,30.188243686885972,https://www.zhipin.com/job_detail/2b7381c2bbcdae381HFy2N2_GFpV.html,2b7381c2bbcdae381HFy2N2_GFpV
测试工程师,图灵预言,0-20人,游戏,本科,1-3年,"['性能测试', '功能测试', '测试工作经验', '计算机相关专业', '软件开发经验']","['节日福利', '带薪年假', '五险一金', '绩效奖金', '零食下午茶']",15000.0,12-18K,浙江,杭州,滨江区,长河,120.201933,30.190427,https://www.zhipin.com/job_detail/ee0040a97d70ea7103R809-1EVpY.html,ee0040a97d70ea7103R809-1EVpY
海外游戏广告制作,杭州未来光锥网络科技,0-20人,电子/硬件开发,本科,1-3年,"['C4D', '海外广告素材制作', 'AE', '海外视频剪辑', '海外信息流素材', '短视频', 'Final Cut Pro', '剪辑', '音乐']","['餐补', '带薪年假', '五险一金', '绩效奖金', '团建聚餐', '全勤奖', '年终奖', '节假日加班费', '零食下午茶']",26500.0,18-35K·13薪,浙江,杭州,余杭区,仓前,120.000297,30.282562,https://www.zhipin.com/job_detail/93d2959ec6c400100nF92d6-EVtX.html,93d2959ec6c400100nF92d6-EVtX
测试实习生,新爵科技,20-99人,计算机软件,本科,,[],"['意外险', '补充医疗保险', '五险一金', '带薪年假', '年终奖', '全勤奖', '股票期权']",,150-200元/天,浙江,杭州,滨江区,西兴,120.21587,30.185561,https://www.zhipin.com/job_detail/db3cb02a806ac86a0nV63tS0ElBQ.html,db3cb02a806ac86a0nV63tS0ElBQ
高级 Unity 游戏开发工程师 - 移动休闲游戏,太空船信息科技,20-99人,游戏,本科,5-10年,[],"['定期体检', '交通补助', '股票期权', '加班补助', '年终奖', '零食下午茶', '五险一金', '餐补', '住房补贴']",17500.0,17-18K,浙江,杭州,萧山区,西兴,120.253528,30.237229,https://www.zhipin.com/job_detail/0087a6089e77b9940nR-2NS9EVNY.html,0087a6089e77b9940nR-2NS9EVNY
测试工程师,踢卡教育,20-99人,互联网,本科,3-5年,[],"['五险一金', '定期体检', '餐补', '带薪年假', '股票期权', '员工旅游', '年终奖', '零食下午茶']",10000.0,8-12K,浙江,杭州,滨江区,长河,120.201932,30.180086,https://www.zhipin.com/job_detail/5f2a6871a88fe2e30nRy2Nu_F1tT.html,5f2a6871a88fe2e30nRy2Nu_F1tT
高级测试开发工程师（Agent 测试方向）,箴理科技,20-99人,人工智能,本科,3-5年,"['Agent', 'Langfuse', 'Kubernetes']","['股票期权', '节假日加班费', '年终奖', '零食下午茶', '绩效奖金', '有无线网', '五险一金', '节日福利', '底薪加提成', '带薪年假']",23000.0,18-28K·14薪,浙江,杭州,,,120.036233,30.309009,https://www.zhipin.com/job_detail/e403d4acb52681e40nF-29y_EFJQ.html,e403d4acb52681e40nF-29y_EFJQ
海外女性向游戏主策划｜AI互动方向,浙江湃启科技有限公司,100-499人,人工智能,本科,5-10年,[],"['五险一金', '免费工装', '节日福利', '绩效奖金', '团建聚餐', '年终奖', '员工旅游', '高温补贴', '股票期权', '有无线网', '住房补贴', '生日福利', '带薪年假', '零食下午茶']",20000.0,15-25K,浙江,杭州,上城区,四季青,120.23272396278067,30.267045784114796,https://www.zhipin.com/job_detail/744fee1be95e31ba0nFz39S_FlJS.html,744fee1be95e31ba0nFz39S_FlJS
海外女性向游戏主策划｜AI互动方向,湃瀚,20-99人,互联网,本科,5-10年,[],"['五险一金', '带薪年假', '节日福利', '夜班补助', '股票期权', '年终奖']",20000.0,15-25K,浙江,杭州,上城区,四季青,120.2327239627807,30.26704578411479,https://www.zhipin.com/job_detail/b02b0f411a44d6ab0nJ62t-1EFpT.html,b02b0f411a44d6ab0nJ62t-1EFpT
测试工程师,腾飞行,20-99人,生活服务(O2O),本科,3-5年,"['测试工程师', '软件测试', '功能测试', '性能测试', '游戏测试', 'IT领域']",[],16000.0,12-20K·14薪,浙江,杭州,滨江区,西兴,120.222617,30.180877,https://www.zhipin.com/job_detail/29ecf7b2ce4917730nJ63N68E1A~.html,29ecf7b2ce4917730nJ63N68E1A~
游戏主策划,浙江兴汉,20-99人,互联网,本科,5-10年,['slg'],[],20000.0,15-25K,浙江,杭州,余杭区,西溪,120.030646,30.246038,https://www.zhipin.com/job_detail/4a0b5e7c8f4bf0201Xdz2dy6E1ZT.html,4a0b5e7c8f4bf0201Xdz2dy6E1ZT
QA-SDK质量保障测试,Rokid,100-499人,人工智能,本科,1-3年,"['Java', 'iOS/Android测试经验', '自动化测试', '性能测试', '压力测试', '功能测试', '计算机相关专业', '软件开发经验', 'Python']","['餐补', '五险一金', '补充医疗保险', '节日福利', '股票期权', '员工旅游', '年终奖', '定期体检', '带薪年假']",23000.0,16-30K·13薪,浙江,杭州,余杭区,仓前,120.004645,30.287898,https://www.zhipin.com/job_detail/bb2bea652c2b56b00nF90969FlBU.html,bb2bea652c2b56b00nF90969FlBU
游戏策划（slg 战斗向，base 福州）,ONEMT,500-999人,游戏,本科,5-10年,[],"['员工旅游', '节日福利', '零食下午茶', '定期体检', '餐补', '五险一金', '带薪年假', '生日福利', '法定节假日三薪', '加班补助', '团建聚餐', '绩效奖金', '年终奖', '全勤奖', '节假日加班费']",25000.0,20-30K·14薪,浙江,杭州,余杭区,西溪,120.031517,30.244577,https://www.zhipin.com/job_detail/a3f7c93ebaf502770nF-39i_GVBR.html,a3f7c93ebaf502770nF-39i_GVBR
游戏主策/制作人,趣味游,20-99人,游戏,本科,5-10年,[],"['五险一金', '加班补助', '股票期权', '带薪年假', '员工旅游', '节日福利', '零食下午茶']",40000.0,30-50K,浙江,杭州,余杭区,仓前,120.0280582193234,30.29073817607487,https://www.zhipin.com/job_detail/026327350634689f0nZy39u9FFtY.html,026327350634689f0nZy39u9FFtY
游戏主策（横版动作）,杭州斯游网络有限公司,20-99人,互联网,本科,5-10年,"['横版', '格斗游戏', '动作冒险']","['带薪年假', '生日福利', '保底工资', '五险一金', '全勤奖', '年终奖', '有无线网', '团建聚餐', '加班补助', '零食下午茶', '定期体检', '股票期权', '底薪加提成', '绩效奖金', '节日福利']",25000.0,20-30K,浙江,杭州,西湖区,西溪,120.072002,30.293984,https://www.zhipin.com/job_detail/040126b055b987db0nFy2N69FlpS.html,040126b055b987db0nFy2N69FlpS
游戏主策划（疾风之刃）,盛世网络,20-99人,互联网,大专,5-10年,"['经济系统搭建', '职业系统设计', '平衡制定', '第一人称', 'EXCEL', 'RPG游戏']","['五险一金', '零食下午茶', '员工旅游', '节日福利', '团建聚餐', '绩效奖金', '餐补', '带薪年假']",20000.0,15-25K·13薪,浙江,杭州,余杭区,未来科技城,120.002985,30.28106,https://www.zhipin.com/job_detail/a530ed4bfd08e56503xy09u9ElFU.html,a530ed4bfd08e56503xy09u9ElFU
游戏策划,某知名互联网公司,10000人以上,互联网,本科,3-5年,"['技能系统设计', '卡牌/战棋', '战斗系统设计', '休闲益智', '模拟经营', 'RPG游戏', 'SLG游戏', '经济系统搭建']","['股票期权', '年终奖', '交通补助', '节日福利', '补充医疗保险', '五险一金', '员工旅游', '餐补', '零食下午茶', '免费班车']",37500.0,25-50K·16薪,浙江,杭州,,,120.126397,30.274763,https://www.zhipin.com/job_detail/130019e6d6b4f6790nBy3dy0E1NX.html,130019e6d6b4f6790nBy3dy0E1NX
Roblox游戏数值策划,梦换时光,20-99人,互联网,本科,3-5年,[],"['餐补', '补充医疗保险', '零食下午茶', '节日福利', '股票期权', '意外险', '法定节假日三薪', '交通补助', '五险一金', '通讯补贴', '团建聚餐', '加班补助', '带薪年假', '年终奖']",21500.0,15-28K,浙江,杭州,西湖区,西溪,120.126397,30.274763,https://www.zhipin.com/job_detail/b2636b22748c4d550nFz3d-_GVNW.html,b2636b22748c4d550nFz3d-_GVNW
U3D游戏主程序,鲜芋科技,20-99人,游戏,本科,5-10年,"['C#', 'Unity3D', 'Shader开发经验', '3D游戏客户端开发经验', '手游开发经验', '计算机/软件工程相关专业', 'Unity3D开发经验']","['定期体检', '带薪年假', '年终奖', '股票期权', '节日福利', '零食下午茶', '员工旅游', '绩效奖金', '五险一金', '团建聚餐']",30000.0,20-40K,浙江,杭州,西湖区,西溪,120.06717355540518,30.28989689087401,https://www.zhipin.com/job_detail/0c36df24da253d820nB83ti0ElZZ.html,0c36df24da253d820nB83ti0ElZZ
游戏安全工程师,智熵文体,20-99人,游戏,本科,10年以上,[],[],30000.0,20-40K,浙江,杭州,西湖区,转塘,120.1051732519486,30.14653471606967,https://www.zhipin.com/job_detail/2ebcb914a7d9862d0nF_2tm9FlBR.html,2ebcb914a7d9862d0nF_2tm9FlBR
高级游戏开发工程师,杭州初创玩家科技,0-20人,游戏,本科,1-3年,[],"['保底工资', '团建聚餐', '股票期权', '员工旅游', '年终奖', '五险一金']",22500.0,15-30K,浙江,杭州,滨江区,长河,120.189975,30.192263,https://www.zhipin.com/job_detail/57d802b2c820d6840nV93d28EFJQ.html,57d802b2c820d6840nV93d28EFJQ
测试开发,阿里巴巴集团,10000人以上,互联网,本科,经验不限,"['自动化测试经验', 'Java', 'C++', '测试工作经验', 'iOS/Android测试经验', '自动化测试', '性能测试', '功能测试', '计算机相关专业']","['节日福利', '补充医疗保险', '年终奖', '员工旅游', '零食下午茶', '免费班车', '餐补', '交通补助', '股票期权', '五险一金']",37500.0,25-50K·16薪,浙江,杭州,,,120.025512,30.278915,https://www.zhipin.com/job_detail/9227da63824fdb871HRz0t6_EVtQ.html,9227da63824fdb871HRz0t6_EVtQ
游戏关卡策划（地图向）-心光工作室,字节跳动,10000人以上,互联网,本科,5-10年,[],"['年终奖', '就近租房补贴', '股票期权', '意外险', '补充医疗保险', '带薪年假', '年度体检', '家属自选保险', '住房补贴', '免费健身设施', '定期体检', '餐补', '团建聚餐', '绩效奖金', '家庭关爱假', '五险一金']",37500.0,25-50K·15薪,浙江,杭州,滨江区,长河,120.222137,30.201318,https://www.zhipin.com/job_detail/337a8dbc8d82f23d0nJ63Nm8F1VV.html,337a8dbc8d82f23d0nJ63Nm8F1VV
测试开发,北京字节跳动,1000-9999人,互联网,本科,1-3年,"['自动化测试经验', 'iOS/Android测试经验', '自动化测试', 'MySQL', '性能测试', '功能测试', '计算机相关专业', 'Postman', 'Python']","['节日礼品', '餐饮及下午茶', '定期体检', '补充医疗保险', '团建聚餐', '弹性工作制', '交通补助', '意外险', '五险一金', '加班补助', '节日福利', '住房补贴', '带薪年假', '年度体检', '零食下午茶', '就近租房补贴', '餐补', '年终奖', '绩效奖金', '家庭关爱假']",37500.0,25-50K·15薪,浙江,杭州,余杭区,仓前,120.001937,30.283033,https://www.zhipin.com/job_detail/263e063b1ea55bf81HR73d20ElRQ.html,263e063b1ea55bf81HR73d20ElRQ
测试开发专家,淘宝,1000-9999人,互联网,本科,3-5年,"['Java', '人工智能', '自动化测试', '服务端测试', '游戏']","['餐补', '带薪年假', '年终奖', '定期体检', '股票期权', '员工旅游', '五险一金', '免费班车']",30000.0,20-40K·13薪,浙江,杭州,余杭区,五常,120.026022,30.279033,https://www.zhipin.com/job_detail/76cdb079220a653b1nZ709i8FVVQ.html,76cdb079220a653b1nZ709i8FVVQ
u3d游戏开发工程师,浙江腾瞬科技有限公司,20-99人,互联网,本科,5-10年,"['Unity3D', '游戏客户端开发经验', '玩法', '核心玩法', '主程', '休闲']","['年终奖', '法定节假日三薪', '全勤奖', '带薪年假', '五险一金']",37500.0,25-50K·13薪,浙江,杭州,西湖区,西溪,120.116789,30.290273,https://www.zhipin.com/job_detail/b08285da8265a55f03B73dS7E1BZ.html,b08285da8265a55f03B73dS7E1BZ
游戏策划负责人（土耳其市场）（广州）,卡朋迪姆,20-99人,互联网,本科,5-10年,[],"['绩效奖金', '加班补助', '股票期权', '五险一金', '年终奖', '员工旅游']",30000.0,25-35K·13薪,浙江,杭州,滨江区,长河,120.208151,30.187876,https://www.zhipin.com/job_detail/273526c1e3d7af920nJ40tS5FFNR.html,273526c1e3d7af920nJ40tS5FFNR
资深游戏开发工程师,景宁水氏游戏科技,20-99人,游戏,本科,1-3年,"['UE4开发经验', 'UE4', '美术/动画基础', '游戏客户端开发经验']","['保底工资', '宿舍有空调', '节假日加班费', '五险一金', '加班补助', '带薪年假', '员工旅游', '年终奖', '餐补', '底薪加提成', '绩效奖金', '团建聚餐', '定期体检', '有无线网']",30000.0,20-40K,浙江,杭州,钱塘区,和达东东城,120.3790961645565,30.30879412771634,https://www.zhipin.com/job_detail/22c0fe5d9981bdd50nBy2dW5FVtT.html,22c0fe5d9981bdd50nBy2dW5FVtT
H92984岗 游戏黑盒测试（中级）,武汉佰钧成技术,1000-9999人,计算机软件,学历不限,3-5年,"['手游测试经验', '主机游戏测试经验', '软件测试经验']","['节日福利', '五险一金', '补充医疗保险', '定期体检', '带薪年假']",14500.0,11-18K,浙江,杭州,滨江区,长河,120.22311,30.20044,https://www.zhipin.com/job_detail/0dc72abedace51d20nJ70965FVdU.html,0dc72abedace51d20nJ70965FVdU
MMORPG游戏测试+周末双休+大厂项目,浮点,100-499人,互联网,大专,3-5年,"['游戏测试', '游戏行业', 'MMORPG游戏', 'RPG游戏', 'MMO游戏']","['定期体检', '补充医疗保险', '加班补助', '五险一金']",12500.0,10-15K,浙江,杭州,滨江区,长河,120.22213201749548,30.201337478084458,https://www.zhipin.com/job_detail/86b9f90cc98977b40nJ42d2-GVpV.html,86b9f90cc98977b40nJ42d2-GVpV
中级游戏黑盒测试,上海韬源信息,500-999人,互联网,大专,3-5年,[],"['带薪年假', '全勤奖', '节日福利', '零食下午茶', '五险一金', '弹性工作时间']",13000.0,11-15K,浙江,杭州,滨江区,长河,120.222137,30.201318,https://www.zhipin.com/job_detail/77f3501fb4a9e2a30nJ73NW-GVNY.html,77f3501fb4a9e2a30nJ73NW-GVNY
三角洲跑刀，护航游戏测试,杭州锐竞电竞俱乐部,20-99人,互联网,学历不限,,"['手游测试经验', '主机游戏测试经验', '游戏']",[],,200-210元/天,浙江,杭州,西湖区,西溪,120.1278243943656,30.27335816115008,https://www.zhipin.com/job_detail/0884a142e63b177d0nBy2du-F1BR.html,0884a142e63b177d0nBy2du-F1BR
游戏测试,广州时空,100-499人,计算机软件,大专,1-3年,['丰富的游戏经验'],"['定期体检', '节日福利', '年终奖', '带薪年假', '五险一金']",11500.0,10-13K·13薪,浙江,杭州,滨江区,长河,120.190941,30.18635,https://www.zhipin.com/job_detail/a982cafd0835b63203R42925FlFX.html,a982cafd0835b63203R42925FlFX
游戏QA（黑盒测试）,慧博云通,10000人以上,计算机软件,大专,1-3年,"['MySQL', 'C++', '计算机相关专业', '游戏测试', 'QA', 'ARPG', '手游测试', '黑盒测试']","['定期体检', '节日福利', '带薪年假', '补充医疗保险', '五险一金', '生日福利', '零食下午茶', '加班补助']",12500.0,10-15K,浙江,杭州,滨江区,长河,120.22174034415096,30.200964424914318,https://www.zhipin.com/job_detail/dab2d1c5373d837b0nJ7092_F1FV.html,dab2d1c5373d837b0nJ7092_F1FV
游戏测试 双休 包餐,杭州七凌,500-999人,计算机服务,本科,1-3年,[],['五险一金'],11500.0,9-14K,浙江,杭州,西湖区,西溪,120.07356397853218,30.291034995642857,https://www.zhipin.com/job_detail/41496aa0a3bb857203163NS9E1NZ.html,41496aa0a3bb857203163NS9E1NZ
游戏测试,方泽智扶(杭州)...,20-99人,互联网,本科,3-5年,[],"['团建聚餐', '补充医疗保险', '绩效奖金', '底薪加提成', '法定节假日三薪', '五险一金', '年终奖', '股票期权', '员工旅游', '定期体检', '企业年金', '加班补助', '节假日加班费', '夜班补助', '带薪年假', '零食下午茶', '有无线网', '保底工资']",12500.0,10-15K·13薪,浙江,杭州,萧山区,西兴,120.24143208605197,30.237075815131078,https://www.zhipin.com/job_detail/5edd9f5b4e0ec75e0nFz3t61ElZU.html,5edd9f5b4e0ec75e0nFz3t61ElZU
游戏测试【27届校招】,多益网络,1000-9999人,互联网,本科,在校/应届,[],[],7500.0,7-8K·14薪,浙江,杭州,临平区,塘栖,120.22144128920995,30.46946212087367,https://www.zhipin.com/job_detail/524ab229d3c88e560nF-2Nm4GVZY.html,524ab229d3c88e560nF-2Nm4GVZY
游戏测试,尚米网络,100-499人,互联网,本科,经验不限,"['丰富的游戏经验', '手游测试经验']","['带薪年假', '五险一金', '健身器材', '娱乐电玩', '员工旅游']",6000.0,5-7K,浙江,杭州,,,119.90553058871501,30.248593208046902,https://www.zhipin.com/job_detail/616b2f3d1c856e260nJ62d29EFNV.html,616b2f3d1c856e260nJ62d29EFNV
游戏测试开发,网易杭州,10000人以上,互联网,本科,在校/应届,[],"['年终奖', '加班补助', '定期体检', '节日福利', '零食下午茶', '补充医疗保险', '免费班车', '餐补', '五险一金', '住房补贴', '带薪年假']",12500.0,10-15K,浙江,杭州,,,120.1914575582818,30.18748268098156,https://www.zhipin.com/job_detail/782fd7150ec61a3a0nJ73ty5F1RY.html,782fd7150ec61a3a0nJ73ty5F1RY
游戏测试,杭州哈萨维互联网科技,20-99人,计算机软件,学历不限,在校/应届,[],"['底薪加提成', '节假日加班费', '保底工资', '年终奖', '有无线网', '生日福利', '五险一金', '绩效奖金', '法定节假日三薪', '团建聚餐', '带薪年假', '员工旅游']",7500.0,5-10K,浙江,杭州,,,120.36964123352712,30.30513753328662,https://www.zhipin.com/job_detail/1be12c2d26fdffe30nFy3tq6FFFT.html,1be12c2d26fdffe30nFy3tq6FFFT
游戏测试工程师,微创软件,10000人以上,计算机软件,大专,1年以内,"['丰富的游戏经验', '计算机相关专业']","['补充医疗保险', '年终奖', '免费班车', '节日福利', '五险一金', '定期体检', '零食下午茶', '员工旅游', '带薪年假']",9000.0,8-10K·13薪,浙江,杭州,滨江区,长河,120.190941,30.18635,https://www.zhipin.com/job_detail/b7173b372cabf6dc0nF63dW8FlBZ.html,b7173b372cabf6dc0nF63dW8FlBZ
游戏测试工程师,不鸣科技,100-499人,游戏,本科,1-3年,"['自动化测试', '性能测试', '功能测试']","['年终奖', '带薪年假', '五险一金', '定期体检', '员工旅游', '零食下午茶', '节日福利', '节假日加班费', '生日福利', '法定节假日三薪', '餐补', '团建聚餐']",18000.0,12-24K,浙江,杭州,西湖区,西溪,120.075561,30.291015,https://www.zhipin.com/job_detail/3b75c4d886634a790nJ73tS-EVBT.html,3b75c4d886634a790nJ73tS-EVBT
游戏测试-mmo游戏测试工作经验优先,纬致芯创科技,1000-9999人,计算机软件,学历不限,1-3年,"['丰富的游戏经验', '主机游戏测试经验', '手游测试经验', '游戏']","['补充医疗保险', '定期体检', '带薪年假', '员工旅游', '五险一金', '团建聚餐', '节日福利', '零食下午茶']",11500.0,9-14K,浙江,杭州,滨江区,长河,120.22213201749548,30.201337478084458,https://www.zhipin.com/job_detail/a4a00d9130379c0e0nJ43N-7EFBX.html,a4a00d9130379c0e0nJ43N-7EFBX
游戏测试,某大型互联网公司,10000人以上,互联网,本科,1-3年,"['手游测试经验', '主机游戏测试经验', '丰富的游戏经验']","['带薪年假', '定期体检', '节日福利', '包吃', '五险一金', '免费班车', '全勤奖', '补充医疗保险', '年终奖']",30000.0,20-40K·16薪,浙江,杭州,,,120.190941,30.18635,https://www.zhipin.com/job_detail/3748ad3920a1d6061Hx529u0ElpV.html,3748ad3920a1d6061Hx529u0ElpV
游戏测试,正麒传媒,100-499人,文化艺术/娱乐,本科,1-3年,[],"['年终奖', '全勤奖', '保底工资', '带薪年假', '五险一金', '绩效奖金', '底薪加提成', '工龄奖']",10500.0,9-12K,浙江,杭州,拱墅区,拱宸桥,120.15348878665176,30.31198543565518,https://www.zhipin.com/job_detail/8395ef92eb8f641d0nF409i6GVtY.html,8395ef92eb8f641d0nF409i6GVtY
游戏测试工程师,雅乐集团,500-999人,互联网,本科,5-10年,"['手游测试经验', '游戏测试', 'APP测试']","['生日福利', '节日福利', '零食下午茶', '定期体检', '带薪年假', '五险一金', '补充医疗保险']",20000.0,15-25K,浙江,杭州,滨江区,长河,120.179668,30.189757,https://www.zhipin.com/job_detail/d9f03aed79462a8b1Hx-09q6FlBT.html,d9f03aed79462a8b1Hx-09q6FlBT
QA游戏测试工程师(异地招聘）,IGG,1000-9999人,游戏,大专,1-3年,[],"['带薪年假', '节日福利', '员工旅游', '团建聚餐', '五险一金', '餐补', '定期体检', '股票期权', '免费工装', '生日福利', '零食下午茶', '年终奖']",10000.0,8-12K,浙江,杭州,滨江区,长河,120.194113,30.187928,https://www.zhipin.com/job_detail/eeb4ded47f911ece0319392-FVRU.html,eeb4ded47f911ece0319392-FVRU
游戏测试（玩法方向）,无端科技,500-999人,游戏,本科,3-5年,[],"['全勤奖', '工龄奖', '法定节假日三薪', '节假日加班费', '五险一金']",19500.0,13-26K·15薪,浙江,杭州,西湖区,西溪,120.101021,30.267704,https://www.zhipin.com/job_detail/33ed865a9897a6b20nB62dy_GVJY.html,33ed865a9897a6b20nB62dy_GVJY
游戏 QA,浩天游戏,20-99人,互联网,大专,3-5年,[],"['加班补助', '定期体检', '五险一金', '带薪年假', '年终奖', '全勤奖', '节日福利', '交通补助', '餐补', '员工旅游', '零食下午茶']",12500.0,10-15K·13薪,浙江,杭州,西湖区,翠苑,120.125125,30.277134,https://www.zhipin.com/job_detail/5610c3221150cc0f0nZ83tu8EVRY.html,5610c3221150cc0f0nZ83tu8EVRY
游戏测试组长,宁波比孚,100-499人,互联网,大专,3-5年,[],"['年终奖', '生日福利', '定期体检', '带薪年假', '一对一导师', '绩效奖金', '工龄奖', '交通补助', '餐补', '年度调薪', '团建聚餐', '节日福利', '游戏比赛', '专业培训', '法定节假日三薪', '节假日加班费', '加班补助', '五险一金']",9000.0,8-10K,浙江,杭州,拱墅区,上塘,120.195049,30.346832,https://www.zhipin.com/job_detail/be9201cbb6cfccc80nBz39y5FFdS.html,be9201cbb6cfccc80nBz39y5FFdS
中级游戏测试（早九晚六双休）,谦贞数字,20-99人,人工智能,本科,3-5年,"['丰富的游戏经验', '手游测试经验']","['节日福利', '零食下午茶', '五险一金']",10500.0,8-13K,浙江,杭州,滨江区,西兴,120.21469254448245,30.185553200236097,https://www.zhipin.com/job_detail/d384c93854f13b040nF_39u7ElJW.html,d384c93854f13b040nF_39u7ElJW
H93047岗高级游戏测试工程师,杭州佰钧成,10000人以上,互联网,大专,5-10年,"['手游测试经验', '横板动作类游戏经验', '晶核', '地下城与勇士', '龙之谷', 'MMO/ARPG类游戏']",[],19000.0,15-23K,浙江,杭州,滨江区,长河,120.22213201749548,30.201337478084458,https://www.zhipin.com/job_detail/66d47b9c0ba58e400nJ42tS_EVVT.html,66d47b9c0ba58e400nJ42tS_EVVT
游戏测试,盛和网络,1000-9999人,游戏,学历不限,1-3年,"['页游测试', '功能测试', 'iOS测试', '手游测试', 'PC测试']","['五险一金', '节日福利', '全勤奖', '加班补助', '年终奖']",7000.0,6-8K,浙江,杭州,滨江区,长河,120.234662,30.224217,https://www.zhipin.com/job_detail/ad3e8f513fadee3803Z83Nu-EldZ.html,ad3e8f513fadee3803Z83Nu-EldZ
游戏测试,摩西科技,100-499人,游戏,本科,3-5年,"['JMeter', 'MySQL', 'Java', 'Python', 'C++', '计算机相关专业', '手游测试经验', '丰富的游戏经验', '游戏测试', '性能测试', '功能测试']","['团建聚餐', '绩效奖金', '高温补贴', '交通补助', '入职周年福利', '零食下午茶', '带薪年假', '法定节假日三薪', '定期体检', '生日福利', '节日福利', '五险一金']",10500.0,8-13K,浙江,杭州,滨江区,长河,120.2147,30.185612,https://www.zhipin.com/job_detail/4a7ecf678a5536ff0nFz3t21ElFQ.html,4a7ecf678a5536ff0nFz3t21ElFQ
初级棋牌游戏测试,浙江雀星汇品牌管理,20-99人,互联网,大专,1-3年,['手游测试经验'],"['全勤奖', '年终奖', '五险一金']",6000.0,5-7K,浙江,杭州,萧山区,钱江世纪城,120.246859,30.238532,https://www.zhipin.com/job_detail/f05dca68eec89a7d0nd439q4EFZT.html,f05dca68eec89a7d0nd439q4EFZT
游戏测试工程师（双休/五险一金）,反舌鸟,20-99人,游戏,本科,经验不限,"['丰富的游戏经验', '主机游戏测试经验']","['交通补助', '股票期权', '保底工资', '年终奖', '五险一金', '高温补贴', '底薪加提成', '生日福利', '通讯补贴', '工龄奖', '绩效奖金', '节日福利', '带薪年假', '有无线网', '零食下午茶', '定期体检', '补充医疗保险', '团建聚餐']",10500.0,8-13K·13薪,浙江,杭州,余杭区,仓前,120.01197332942624,30.285111378070955,https://www.zhipin.com/job_detail/55f90d1b94f775740nB73Nu8FFJR.html,55f90d1b94f775740nB73Nu8FFJR
游戏测试实习生,闲米科技,20-99人,游戏,大专,,[],"['员工旅游', '带薪年假', '零食下午茶', '股票期权', '年终奖', '定期体检', '节日福利', '五险一金']",,120-150元/天,浙江,杭州,西湖区,西溪,120.07481634921287,30.288690369608215,https://www.zhipin.com/job_detail/793edd527b2d0f8f0nZ70tq8GVtS.html,793edd527b2d0f8f0nZ70tq8GVtS
游戏测试,晶绮信息科技有限公司,100-499人,游戏,本科,3-5年,"['黑盒', '丰富的游戏经验', '手游测试经验', '主机游戏测试经验']","['零食下午茶', '五险一金', '交通补助', '定期体检', '带薪年假', '加班补助', '员工旅游', '餐补', '年终奖', '节日福利']",10500.0,8-13K·13薪,浙江,杭州,西湖区,西溪,120.124791,30.276996,https://www.zhipin.com/job_detail/cf1d02fbd326bf4d0nZ429S9FFtS.html,cf1d02fbd326bf4d0nZ429S9FFtS
